member #,member name,topic
2135,Ronald Mccoy,Description Logics
2135,Ronald Mccoy,Robot Rights
2135,Ronald Mccoy,Agent Theories and Models
2135,Ronald Mccoy,Planning under Uncertainty
2135,Ronald Mccoy,Reasoning about Action and Change
2135,Ronald Mccoy,Privacy-Aware Machine Learning
2135,Ronald Mccoy,Abductive Reasoning and Diagnosis
2135,Ronald Mccoy,Unsupervised and Self-Supervised Learning
2136,Anna Jimenez,Information Retrieval
2136,Anna Jimenez,"Energy, Environment, and Sustainability"
2136,Anna Jimenez,Evaluation and Analysis in Machine Learning
2136,Anna Jimenez,Philosophy and Ethics
2136,Anna Jimenez,Language and Vision
2136,Anna Jimenez,Interpretability and Analysis of NLP Models
2137,Julie Villa,Partially Observable and Unobservable Domains
2137,Julie Villa,Reinforcement Learning Theory
2137,Julie Villa,Sequential Decision Making
2137,Julie Villa,Unsupervised and Self-Supervised Learning
2137,Julie Villa,Relational Learning
2137,Julie Villa,Knowledge Representation Languages
2137,Julie Villa,Life Sciences
2137,Julie Villa,"Transfer, Domain Adaptation, and Multi-Task Learning"
2138,Brandon Ho,Non-Monotonic Reasoning
2138,Brandon Ho,"Localisation, Mapping, and Navigation"
2138,Brandon Ho,Computational Social Choice
2138,Brandon Ho,Global Constraints
2138,Brandon Ho,Genetic Algorithms
2138,Brandon Ho,"Belief Revision, Update, and Merging"
2138,Brandon Ho,Agent-Based Simulation and Complex Systems
2138,Brandon Ho,"Understanding People: Theories, Concepts, and Methods"
2138,Brandon Ho,Lifelong and Continual Learning
2138,Brandon Ho,Privacy and Security
2139,Manuel Oliver,Entertainment
2139,Manuel Oliver,Sentence-Level Semantics and Textual Inference
2139,Manuel Oliver,Vision and Language
2139,Manuel Oliver,User Experience and Usability
2139,Manuel Oliver,Internet of Things
2140,Mr. Juan,Constraint Programming
2140,Mr. Juan,Global Constraints
2140,Mr. Juan,Robot Manipulation
2140,Mr. Juan,Accountability
2140,Mr. Juan,Uncertainty Representations
2140,Mr. Juan,Summarisation
2141,Tonya Nguyen,Spatial and Temporal Models of Uncertainty
2141,Tonya Nguyen,Human-in-the-loop Systems
2141,Tonya Nguyen,Mining Codebase and Software Repositories
2141,Tonya Nguyen,Cognitive Robotics
2141,Tonya Nguyen,Heuristic Search
2141,Tonya Nguyen,Semantic Web
2142,Victor Sanders,Representation Learning for Computer Vision
2142,Victor Sanders,Federated Learning
2142,Victor Sanders,Cognitive Modelling
2142,Victor Sanders,"Coordination, Organisations, Institutions, and Norms"
2142,Victor Sanders,Life Sciences
2142,Victor Sanders,Trust
2142,Victor Sanders,Decision and Utility Theory
2142,Victor Sanders,Social Sciences
2142,Victor Sanders,Robot Manipulation
2143,Scott Rodriguez,Robot Rights
2143,Scott Rodriguez,Physical Sciences
2143,Scott Rodriguez,Constraint Optimisation
2143,Scott Rodriguez,Probabilistic Modelling
2143,Scott Rodriguez,Lexical Semantics
2144,Molly Lawson,Other Topics in Multiagent Systems
2144,Molly Lawson,Image and Video Generation
2144,Molly Lawson,Fuzzy Sets and Systems
2144,Molly Lawson,Imitation Learning and Inverse Reinforcement Learning
2144,Molly Lawson,Data Visualisation and Summarisation
2144,Molly Lawson,Robot Planning and Scheduling
2145,Peter Jones,Web and Network Science
2145,Peter Jones,Human-Robot/Agent Interaction
2145,Peter Jones,Machine Learning for Robotics
2145,Peter Jones,Machine Learning for Computer Vision
2145,Peter Jones,Case-Based Reasoning
2145,Peter Jones,Privacy in Data Mining
2145,Peter Jones,Large Language Models
2146,Natasha Harris,Reinforcement Learning Algorithms
2146,Natasha Harris,Human-Robot Interaction
2146,Natasha Harris,Randomised Algorithms
2146,Natasha Harris,Qualitative Reasoning
2146,Natasha Harris,Commonsense Reasoning
2146,Natasha Harris,3D Computer Vision
2146,Natasha Harris,Responsible AI
2146,Natasha Harris,Marketing
2146,Natasha Harris,Description Logics
2146,Natasha Harris,Reasoning about Action and Change
2147,Michael Brennan,Routing
2147,Michael Brennan,Machine Learning for Computer Vision
2147,Michael Brennan,Privacy and Security
2147,Michael Brennan,Machine Learning for NLP
2147,Michael Brennan,Other Topics in Planning and Search
2147,Michael Brennan,Smart Cities and Urban Planning
2147,Michael Brennan,"Belief Revision, Update, and Merging"
2148,Michael Lane,Multimodal Learning
2148,Michael Lane,Other Topics in Planning and Search
2148,Michael Lane,Image and Video Retrieval
2148,Michael Lane,Automated Reasoning and Theorem Proving
2148,Michael Lane,Qualitative Reasoning
2149,Kimberly Adams,"Belief Revision, Update, and Merging"
2149,Kimberly Adams,Safety and Robustness
2149,Kimberly Adams,Discourse and Pragmatics
2149,Kimberly Adams,Autonomous Driving
2149,Kimberly Adams,Internet of Things
2149,Kimberly Adams,Causality
2150,Christine Johns,"Energy, Environment, and Sustainability"
2150,Christine Johns,Time-Series and Data Streams
2150,Christine Johns,Neuroscience
2150,Christine Johns,Heuristic Search
2150,Christine Johns,"Phonology, Morphology, and Word Segmentation"
2150,Christine Johns,Planning under Uncertainty
2150,Christine Johns,Classification and Regression
2151,Leah Oneal,"Plan Execution, Monitoring, and Repair"
2151,Leah Oneal,AI for Social Good
2151,Leah Oneal,Adversarial Attacks on NLP Systems
2151,Leah Oneal,Trust
2151,Leah Oneal,Constraint Learning and Acquisition
2151,Leah Oneal,"Graph Mining, Social Network Analysis, and Community Mining"
2151,Leah Oneal,Graphical Models
2151,Leah Oneal,Satisfiability
2151,Leah Oneal,Accountability
2151,Leah Oneal,Learning Human Values and Preferences
2152,Paul Johnson,Economics and Finance
2152,Paul Johnson,"Belief Revision, Update, and Merging"
2152,Paul Johnson,Multimodal Perception and Sensor Fusion
2152,Paul Johnson,Multi-Robot Systems
2152,Paul Johnson,Randomised Algorithms
2152,Paul Johnson,Information Extraction
2152,Paul Johnson,Planning and Machine Learning
2152,Paul Johnson,Information Retrieval
2152,Paul Johnson,"Coordination, Organisations, Institutions, and Norms"
2152,Paul Johnson,Other Topics in Planning and Search
2153,Peter Sanchez,Motion and Tracking
2153,Peter Sanchez,Reinforcement Learning Theory
2153,Peter Sanchez,"Model Adaptation, Compression, and Distillation"
2153,Peter Sanchez,Life Sciences
2153,Peter Sanchez,Societal Impacts of AI
2153,Peter Sanchez,Lifelong and Continual Learning
2153,Peter Sanchez,Knowledge Acquisition and Representation for Planning
2154,Benjamin Freeman,"Energy, Environment, and Sustainability"
2154,Benjamin Freeman,Multi-Robot Systems
2154,Benjamin Freeman,News and Media
2154,Benjamin Freeman,Classification and Regression
2154,Benjamin Freeman,Smart Cities and Urban Planning
2154,Benjamin Freeman,Data Stream Mining
2154,Benjamin Freeman,Recommender Systems
2154,Benjamin Freeman,Natural Language Generation
2154,Benjamin Freeman,Privacy-Aware Machine Learning
2154,Benjamin Freeman,Human-Machine Interaction Techniques and Devices
2155,Denise Arnold,3D Computer Vision
2155,Denise Arnold,Philosophical Foundations of AI
2155,Denise Arnold,Randomised Algorithms
2155,Denise Arnold,Imitation Learning and Inverse Reinforcement Learning
2155,Denise Arnold,Visual Reasoning and Symbolic Representation
2156,William Martin,Robot Rights
2156,William Martin,Search in Planning and Scheduling
2156,William Martin,Mining Spatial and Temporal Data
2156,William Martin,Image and Video Generation
2156,William Martin,Representation Learning
2156,William Martin,Multiagent Learning
2157,Jeremy Pacheco,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
2157,Jeremy Pacheco,Non-Probabilistic Models of Uncertainty
2157,Jeremy Pacheco,Robot Rights
2157,Jeremy Pacheco,"Understanding People: Theories, Concepts, and Methods"
2157,Jeremy Pacheco,Federated Learning
2157,Jeremy Pacheco,User Experience and Usability
2157,Jeremy Pacheco,Software Engineering
2157,Jeremy Pacheco,Scheduling
2157,Jeremy Pacheco,Neuro-Symbolic Methods
2158,Kelsey Walls,Planning and Decision Support for Human-Machine Teams
2158,Kelsey Walls,Image and Video Generation
2158,Kelsey Walls,Standards and Certification
2158,Kelsey Walls,Constraint Learning and Acquisition
2158,Kelsey Walls,Probabilistic Modelling
2159,Anna Villanueva,Reasoning about Knowledge and Beliefs
2159,Anna Villanueva,Distributed CSP and Optimisation
2159,Anna Villanueva,Deep Learning Theory
2159,Anna Villanueva,Deep Neural Network Algorithms
2159,Anna Villanueva,Human-Computer Interaction
2159,Anna Villanueva,Computer Games
2160,Melissa Phelps,"Continual, Online, and Real-Time Planning"
2160,Melissa Phelps,"AI in Law, Justice, Regulation, and Governance"
2160,Melissa Phelps,Human-Computer Interaction
2160,Melissa Phelps,Explainability (outside Machine Learning)
2160,Melissa Phelps,Deep Reinforcement Learning
2160,Melissa Phelps,Social Sciences
2160,Melissa Phelps,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
2160,Melissa Phelps,Philosophical Foundations of AI
2160,Melissa Phelps,Decision and Utility Theory
2160,Melissa Phelps,Computational Social Choice
2161,Elizabeth Robinson,Language and Vision
2161,Elizabeth Robinson,Natural Language Generation
2161,Elizabeth Robinson,Quantum Computing
2161,Elizabeth Robinson,Knowledge Acquisition
2161,Elizabeth Robinson,Life Sciences
2161,Elizabeth Robinson,Computer Vision Theory
2162,Ashley Matthews,Distributed Machine Learning
2162,Ashley Matthews,Decision and Utility Theory
2162,Ashley Matthews,Machine Learning for Robotics
2162,Ashley Matthews,Computer Vision Theory
2162,Ashley Matthews,Accountability
2162,Ashley Matthews,Answer Set Programming
2162,Ashley Matthews,Real-Time Systems
2163,Rebecca Baker,Classification and Regression
2163,Rebecca Baker,Knowledge Representation Languages
2163,Rebecca Baker,Distributed Problem Solving
2163,Rebecca Baker,Other Topics in Data Mining
2163,Rebecca Baker,Commonsense Reasoning
2163,Rebecca Baker,Text Mining
2163,Rebecca Baker,AI for Social Good
2163,Rebecca Baker,Causal Learning
2164,James Suarez,Arts and Creativity
2164,James Suarez,Social Networks
2164,James Suarez,Causal Learning
2164,James Suarez,Activity and Plan Recognition
2164,James Suarez,Search and Machine Learning
2164,James Suarez,Ontology Induction from Text
2164,James Suarez,"Face, Gesture, and Pose Recognition"
2165,Isaac Jensen,Artificial Life
2165,Isaac Jensen,Data Stream Mining
2165,Isaac Jensen,Automated Learning and Hyperparameter Tuning
2165,Isaac Jensen,Hardware
2165,Isaac Jensen,Knowledge Representation Languages
2165,Isaac Jensen,Large Language Models
2165,Isaac Jensen,Semantic Web
2165,Isaac Jensen,News and Media
2166,Tonya Williams,News and Media
2166,Tonya Williams,Economic Paradigms
2166,Tonya Williams,Constraint Optimisation
2166,Tonya Williams,Syntax and Parsing
2166,Tonya Williams,Graphical Models
2167,Mr. Jeffrey,Optimisation in Machine Learning
2167,Mr. Jeffrey,Transparency
2167,Mr. Jeffrey,Machine Ethics
2167,Mr. Jeffrey,Representation Learning
2167,Mr. Jeffrey,Real-Time Systems
2168,Phillip Snow,Privacy in Data Mining
2168,Phillip Snow,Vision and Language
2168,Phillip Snow,Computer Games
2168,Phillip Snow,Fair Division
2168,Phillip Snow,Anomaly/Outlier Detection
2168,Phillip Snow,Commonsense Reasoning
2168,Phillip Snow,Logic Programming
2168,Phillip Snow,Knowledge Acquisition
2169,Bridget Shannon,Classical Planning
2169,Bridget Shannon,"AI in Law, Justice, Regulation, and Governance"
2169,Bridget Shannon,Multi-Class/Multi-Label Learning and Extreme Classification
2169,Bridget Shannon,"Coordination, Organisations, Institutions, and Norms"
2169,Bridget Shannon,Human-in-the-loop Systems
2170,Alexis Robinson,Stochastic Models and Probabilistic Inference
2170,Alexis Robinson,Bioinformatics
2170,Alexis Robinson,Multi-Class/Multi-Label Learning and Extreme Classification
2170,Alexis Robinson,Information Extraction
2170,Alexis Robinson,Human-in-the-loop Systems
2170,Alexis Robinson,Arts and Creativity
2170,Alexis Robinson,Privacy-Aware Machine Learning
2171,Kristen Brown,"Phonology, Morphology, and Word Segmentation"
2171,Kristen Brown,User Modelling and Personalisation
2171,Kristen Brown,Deep Generative Models and Auto-Encoders
2171,Kristen Brown,3D Computer Vision
2171,Kristen Brown,Robot Rights
2171,Kristen Brown,Social Sciences
2171,Kristen Brown,Physical Sciences
2172,Kelly Thomas,Uncertainty Representations
2172,Kelly Thomas,Other Multidisciplinary Topics
2172,Kelly Thomas,Medical and Biological Imaging
2172,Kelly Thomas,Human-Aware Planning and Behaviour Prediction
2172,Kelly Thomas,Automated Learning and Hyperparameter Tuning
2172,Kelly Thomas,"Plan Execution, Monitoring, and Repair"
2172,Kelly Thomas,Human-Aware Planning
2172,Kelly Thomas,Search and Machine Learning
2172,Kelly Thomas,Other Topics in Machine Learning
2172,Kelly Thomas,Behaviour Learning and Control for Robotics
2173,John Gallagher,Web Search
2173,John Gallagher,Information Extraction
2173,John Gallagher,Reasoning about Action and Change
2173,John Gallagher,Fairness and Bias
2173,John Gallagher,"Model Adaptation, Compression, and Distillation"
2173,John Gallagher,Web and Network Science
2173,John Gallagher,Learning Preferences or Rankings
2173,John Gallagher,Partially Observable and Unobservable Domains
2174,Tammy Mcdowell,Health and Medicine
2174,Tammy Mcdowell,Preferences
2174,Tammy Mcdowell,"Conformant, Contingent, and Adversarial Planning"
2174,Tammy Mcdowell,Robot Planning and Scheduling
2174,Tammy Mcdowell,Mixed Discrete/Continuous Planning
2174,Tammy Mcdowell,Privacy-Aware Machine Learning
2174,Tammy Mcdowell,Decision and Utility Theory
2174,Tammy Mcdowell,Partially Observable and Unobservable Domains
2174,Tammy Mcdowell,Information Retrieval
2175,James Jackson,Rule Mining and Pattern Mining
2175,James Jackson,"Segmentation, Grouping, and Shape Analysis"
2175,James Jackson,Quantum Machine Learning
2175,James Jackson,Safety and Robustness
2175,James Jackson,Adversarial Search
2175,James Jackson,Uncertainty Representations
2176,Wendy Montgomery,Solvers and Tools
2176,Wendy Montgomery,Neuro-Symbolic Methods
2176,Wendy Montgomery,Agent-Based Simulation and Complex Systems
2176,Wendy Montgomery,Learning Preferences or Rankings
2176,Wendy Montgomery,Image and Video Generation
2176,Wendy Montgomery,NLP Resources and Evaluation
2177,Kelsey Pham,"Energy, Environment, and Sustainability"
2177,Kelsey Pham,Distributed Problem Solving
2177,Kelsey Pham,Deep Learning Theory
2177,Kelsey Pham,"Phonology, Morphology, and Word Segmentation"
2177,Kelsey Pham,"Constraints, Data Mining, and Machine Learning"
2177,Kelsey Pham,Imitation Learning and Inverse Reinforcement Learning
2177,Kelsey Pham,Smart Cities and Urban Planning
2177,Kelsey Pham,Trust
2177,Kelsey Pham,"Model Adaptation, Compression, and Distillation"
2177,Kelsey Pham,Privacy-Aware Machine Learning
2178,Elizabeth Barnett,Intelligent Database Systems
2178,Elizabeth Barnett,Probabilistic Modelling
2178,Elizabeth Barnett,Routing
2178,Elizabeth Barnett,Social Networks
2178,Elizabeth Barnett,Privacy in Data Mining
2178,Elizabeth Barnett,"Communication, Coordination, and Collaboration"
2178,Elizabeth Barnett,Non-Monotonic Reasoning
2178,Elizabeth Barnett,Other Topics in Knowledge Representation and Reasoning
2179,Alexander Wang,Other Multidisciplinary Topics
2179,Alexander Wang,Explainability in Computer Vision
2179,Alexander Wang,Optimisation in Machine Learning
2179,Alexander Wang,Data Stream Mining
2179,Alexander Wang,Robot Manipulation
2179,Alexander Wang,Interpretability and Analysis of NLP Models
2179,Alexander Wang,Motion and Tracking
2179,Alexander Wang,Other Topics in Natural Language Processing
2179,Alexander Wang,Multimodal Learning
2180,Julie Peterson,User Modelling and Personalisation
2180,Julie Peterson,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
2180,Julie Peterson,Adversarial Learning and Robustness
2180,Julie Peterson,Constraint Satisfaction
2180,Julie Peterson,Big Data and Scalability
2180,Julie Peterson,Probabilistic Programming
2180,Julie Peterson,Human-Robot Interaction
2180,Julie Peterson,Other Topics in Computer Vision
2181,Lindsey Simmons,Multi-Robot Systems
2181,Lindsey Simmons,Data Stream Mining
2181,Lindsey Simmons,Kernel Methods
2181,Lindsey Simmons,Inductive and Co-Inductive Logic Programming
2181,Lindsey Simmons,Distributed CSP and Optimisation
2181,Lindsey Simmons,Data Visualisation and Summarisation
2181,Lindsey Simmons,Automated Reasoning and Theorem Proving
2181,Lindsey Simmons,Decision and Utility Theory
2182,Kathleen Galloway,Computer-Aided Education
2182,Kathleen Galloway,"Phonology, Morphology, and Word Segmentation"
2182,Kathleen Galloway,Vision and Language
2182,Kathleen Galloway,Ontology Induction from Text
2182,Kathleen Galloway,Motion and Tracking
2182,Kathleen Galloway,Imitation Learning and Inverse Reinforcement Learning
2182,Kathleen Galloway,Inductive and Co-Inductive Logic Programming
2182,Kathleen Galloway,Multi-Robot Systems
2182,Kathleen Galloway,Local Search
2182,Kathleen Galloway,Information Retrieval
2183,William Jackson,Learning Human Values and Preferences
2183,William Jackson,Fair Division
2183,William Jackson,"Phonology, Morphology, and Word Segmentation"
2183,William Jackson,Economics and Finance
2183,William Jackson,Case-Based Reasoning
2184,Katelyn Osborn,Engineering Multiagent Systems
2184,Katelyn Osborn,Deep Neural Network Algorithms
2184,Katelyn Osborn,Swarm Intelligence
2184,Katelyn Osborn,Planning under Uncertainty
2184,Katelyn Osborn,Speech and Multimodality
2184,Katelyn Osborn,"Communication, Coordination, and Collaboration"
2184,Katelyn Osborn,Digital Democracy
2184,Katelyn Osborn,Deep Learning Theory
2185,Gabriela Goodman,Bayesian Learning
2185,Gabriela Goodman,Answer Set Programming
2185,Gabriela Goodman,Societal Impacts of AI
2185,Gabriela Goodman,Mining Spatial and Temporal Data
2185,Gabriela Goodman,Quantum Machine Learning
2185,Gabriela Goodman,Learning Preferences or Rankings
2185,Gabriela Goodman,Aerospace
2185,Gabriela Goodman,Machine Ethics
2185,Gabriela Goodman,Inductive and Co-Inductive Logic Programming
2186,Jeffrey Young,"Communication, Coordination, and Collaboration"
2186,Jeffrey Young,Algorithmic Game Theory
2186,Jeffrey Young,Machine Ethics
2186,Jeffrey Young,Decision and Utility Theory
2186,Jeffrey Young,Neuro-Symbolic Methods
2186,Jeffrey Young,Solvers and Tools
2186,Jeffrey Young,Lexical Semantics
2186,Jeffrey Young,Smart Cities and Urban Planning
2187,Kyle Harris,Autonomous Driving
2187,Kyle Harris,Reinforcement Learning Theory
2187,Kyle Harris,"AI in Law, Justice, Regulation, and Governance"
2187,Kyle Harris,Activity and Plan Recognition
2187,Kyle Harris,Combinatorial Search and Optimisation
2187,Kyle Harris,"Graph Mining, Social Network Analysis, and Community Mining"
2187,Kyle Harris,Conversational AI and Dialogue Systems
2187,Kyle Harris,Algorithmic Game Theory
2187,Kyle Harris,Satisfiability
2188,Amy Walton,Multiagent Learning
2188,Amy Walton,Uncertainty Representations
2188,Amy Walton,Personalisation and User Modelling
2188,Amy Walton,AI for Social Good
2188,Amy Walton,Bayesian Networks
2188,Amy Walton,User Modelling and Personalisation
2188,Amy Walton,Deep Learning Theory
2188,Amy Walton,Accountability
2188,Amy Walton,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
2188,Amy Walton,Biometrics
2189,Elizabeth Martin,Spatial and Temporal Models of Uncertainty
2189,Elizabeth Martin,Mixed Discrete and Continuous Optimisation
2189,Elizabeth Martin,Societal Impacts of AI
2189,Elizabeth Martin,User Experience and Usability
2189,Elizabeth Martin,Multi-Robot Systems
2189,Elizabeth Martin,Human Computation and Crowdsourcing
2189,Elizabeth Martin,Representation Learning
2189,Elizabeth Martin,Web Search
2189,Elizabeth Martin,Lifelong and Continual Learning
2189,Elizabeth Martin,Education
2190,Tammy Klein,Other Topics in Data Mining
2190,Tammy Klein,Humanities
2190,Tammy Klein,Stochastic Models and Probabilistic Inference
2190,Tammy Klein,Behavioural Game Theory
2190,Tammy Klein,Privacy-Aware Machine Learning
2190,Tammy Klein,Partially Observable and Unobservable Domains
2190,Tammy Klein,Semantic Web
2190,Tammy Klein,Behaviour Learning and Control for Robotics
2190,Tammy Klein,Philosophy and Ethics
2190,Tammy Klein,Scene Analysis and Understanding
2191,April Lopez,Uncertainty Representations
2191,April Lopez,Adversarial Attacks on CV Systems
2191,April Lopez,Other Topics in Knowledge Representation and Reasoning
2191,April Lopez,Safety and Robustness
2191,April Lopez,Machine Learning for Computer Vision
2191,April Lopez,Robot Rights
2191,April Lopez,Responsible AI
2191,April Lopez,Sequential Decision Making
2191,April Lopez,Multimodal Learning
2192,Joan Maxwell,Markov Decision Processes
2192,Joan Maxwell,Heuristic Search
2192,Joan Maxwell,Other Topics in Computer Vision
2192,Joan Maxwell,Planning and Decision Support for Human-Machine Teams
2192,Joan Maxwell,Abductive Reasoning and Diagnosis
2192,Joan Maxwell,Conversational AI and Dialogue Systems
2192,Joan Maxwell,"Constraints, Data Mining, and Machine Learning"
2192,Joan Maxwell,Deep Generative Models and Auto-Encoders
2193,Joseph Webster,Marketing
2193,Joseph Webster,"AI in Law, Justice, Regulation, and Governance"
2193,Joseph Webster,Automated Learning and Hyperparameter Tuning
2193,Joseph Webster,Human-Robot/Agent Interaction
2193,Joseph Webster,Recommender Systems
2194,Shannon James,Databases
2194,Shannon James,Local Search
2194,Shannon James,"Model Adaptation, Compression, and Distillation"
2194,Shannon James,Decision and Utility Theory
2194,Shannon James,Morality and Value-Based AI
2194,Shannon James,Privacy and Security
2195,Debbie Floyd,Standards and Certification
2195,Debbie Floyd,Machine Translation
2195,Debbie Floyd,Web Search
2195,Debbie Floyd,Dynamic Programming
2195,Debbie Floyd,Anomaly/Outlier Detection
2196,Benjamin Mcdonald,"Coordination, Organisations, Institutions, and Norms"
2196,Benjamin Mcdonald,Bayesian Networks
2196,Benjamin Mcdonald,Adversarial Attacks on CV Systems
2196,Benjamin Mcdonald,Reinforcement Learning Algorithms
2196,Benjamin Mcdonald,"AI in Law, Justice, Regulation, and Governance"
2196,Benjamin Mcdonald,Philosophical Foundations of AI
2196,Benjamin Mcdonald,"Graph Mining, Social Network Analysis, and Community Mining"
2196,Benjamin Mcdonald,Unsupervised and Self-Supervised Learning
2196,Benjamin Mcdonald,"Belief Revision, Update, and Merging"
2197,Theresa Patrick,Adversarial Attacks on CV Systems
2197,Theresa Patrick,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
2197,Theresa Patrick,Distributed Machine Learning
2197,Theresa Patrick,"AI in Law, Justice, Regulation, and Governance"
2197,Theresa Patrick,Biometrics
2197,Theresa Patrick,Human Computation and Crowdsourcing
2198,Taylor Mitchell,"Mining Visual, Multimedia, and Multimodal Data"
2198,Taylor Mitchell,Spatial and Temporal Models of Uncertainty
2198,Taylor Mitchell,Privacy and Security
2198,Taylor Mitchell,User Experience and Usability
2198,Taylor Mitchell,NLP Resources and Evaluation
2198,Taylor Mitchell,Approximate Inference
2199,John Miles,Lifelong and Continual Learning
2199,John Miles,Active Learning
2199,John Miles,Machine Ethics
2199,John Miles,Other Topics in Robotics
2199,John Miles,Approximate Inference
2199,John Miles,Other Topics in Machine Learning
2200,Teresa Harding,Automated Learning and Hyperparameter Tuning
2200,Teresa Harding,Humanities
2200,Teresa Harding,Privacy in Data Mining
2200,Teresa Harding,Multi-Class/Multi-Label Learning and Extreme Classification
2200,Teresa Harding,Neuro-Symbolic Methods
2201,Jessica Hall,Machine Learning for NLP
2201,Jessica Hall,Lexical Semantics
2201,Jessica Hall,Other Topics in Knowledge Representation and Reasoning
2201,Jessica Hall,Probabilistic Programming
2201,Jessica Hall,Deep Learning Theory
2201,Jessica Hall,Syntax and Parsing
2201,Jessica Hall,"Communication, Coordination, and Collaboration"
2201,Jessica Hall,Reasoning about Knowledge and Beliefs
2202,Jennifer Deleon,Representation Learning for Computer Vision
2202,Jennifer Deleon,Other Topics in Planning and Search
2202,Jennifer Deleon,Fairness and Bias
2202,Jennifer Deleon,Activity and Plan Recognition
2202,Jennifer Deleon,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
2202,Jennifer Deleon,Probabilistic Programming
2202,Jennifer Deleon,Game Playing
2202,Jennifer Deleon,Mining Codebase and Software Repositories
2202,Jennifer Deleon,Adversarial Search
2202,Jennifer Deleon,Quantum Machine Learning
2203,Tammy Underwood,"Understanding People: Theories, Concepts, and Methods"
2203,Tammy Underwood,Aerospace
2203,Tammy Underwood,Video Understanding and Activity Analysis
2203,Tammy Underwood,Biometrics
2203,Tammy Underwood,Reinforcement Learning with Human Feedback
2203,Tammy Underwood,Artificial Life
2203,Tammy Underwood,Trust
2203,Tammy Underwood,Knowledge Representation Languages
2203,Tammy Underwood,Autonomous Driving
2203,Tammy Underwood,Deep Learning Theory
2204,Lisa Torres,Privacy and Security
2204,Lisa Torres,Recommender Systems
2204,Lisa Torres,Machine Ethics
2204,Lisa Torres,"AI in Law, Justice, Regulation, and Governance"
2204,Lisa Torres,Markov Decision Processes
2205,Anthony Patrick,Reinforcement Learning Theory
2205,Anthony Patrick,Quantum Machine Learning
2205,Anthony Patrick,Classification and Regression
2205,Anthony Patrick,Image and Video Retrieval
2205,Anthony Patrick,Adversarial Attacks on NLP Systems
2206,Amber Turner,Machine Ethics
2206,Amber Turner,Adversarial Attacks on NLP Systems
2206,Amber Turner,Scene Analysis and Understanding
2206,Amber Turner,Deep Neural Network Architectures
2206,Amber Turner,Data Stream Mining
2206,Amber Turner,Language Grounding
2206,Amber Turner,Meta-Learning
2206,Amber Turner,Search in Planning and Scheduling
2206,Amber Turner,Argumentation
2206,Amber Turner,Question Answering
2207,Timothy Bird,Language Grounding
2207,Timothy Bird,Active Learning
2207,Timothy Bird,Education
2207,Timothy Bird,Social Sciences
2207,Timothy Bird,Dynamic Programming
2208,Nancy Osborn,Knowledge Representation Languages
2208,Nancy Osborn,Distributed CSP and Optimisation
2208,Nancy Osborn,Multiagent Learning
2208,Nancy Osborn,Graphical Models
2208,Nancy Osborn,Multi-Robot Systems
2209,Amber Perkins,Optimisation in Machine Learning
2209,Amber Perkins,Arts and Creativity
2209,Amber Perkins,Knowledge Acquisition
2209,Amber Perkins,Explainability in Computer Vision
2209,Amber Perkins,Intelligent Database Systems
2209,Amber Perkins,Video Understanding and Activity Analysis
2209,Amber Perkins,Kernel Methods
2209,Amber Perkins,Distributed Machine Learning
2209,Amber Perkins,Human Computation and Crowdsourcing
2210,Gregory Conley,Deep Generative Models and Auto-Encoders
2210,Gregory Conley,Object Detection and Categorisation
2210,Gregory Conley,"Belief Revision, Update, and Merging"
2210,Gregory Conley,Knowledge Acquisition
2210,Gregory Conley,Text Mining
2210,Gregory Conley,Machine Translation
2211,Raymond Diaz,Dimensionality Reduction/Feature Selection
2211,Raymond Diaz,Big Data and Scalability
2211,Raymond Diaz,Cognitive Robotics
2211,Raymond Diaz,Other Topics in Knowledge Representation and Reasoning
2211,Raymond Diaz,Other Topics in Multiagent Systems
2211,Raymond Diaz,Machine Learning for NLP
2211,Raymond Diaz,Bayesian Networks
2211,Raymond Diaz,Rule Mining and Pattern Mining
2211,Raymond Diaz,Economic Paradigms
2212,Jamie Larson,Explainability in Computer Vision
2212,Jamie Larson,Summarisation
2212,Jamie Larson,Engineering Multiagent Systems
2212,Jamie Larson,"Transfer, Domain Adaptation, and Multi-Task Learning"
2212,Jamie Larson,Intelligent Virtual Agents
2212,Jamie Larson,Evaluation and Analysis in Machine Learning
2212,Jamie Larson,Activity and Plan Recognition
2212,Jamie Larson,Cognitive Robotics
2212,Jamie Larson,Knowledge Compilation
2213,Troy Carrillo,"Graph Mining, Social Network Analysis, and Community Mining"
2213,Troy Carrillo,Morality and Value-Based AI
2213,Troy Carrillo,AI for Social Good
2213,Troy Carrillo,Constraint Satisfaction
2213,Troy Carrillo,Other Topics in Multiagent Systems
2214,Jennifer Orozco,Personalisation and User Modelling
2214,Jennifer Orozco,Accountability
2214,Jennifer Orozco,Marketing
2214,Jennifer Orozco,Voting Theory
2214,Jennifer Orozco,Ensemble Methods
2214,Jennifer Orozco,Anomaly/Outlier Detection
2215,Robert Barber,Social Sciences
2215,Robert Barber,Deep Learning Theory
