member #,member name,submission #,bid
2069,Danielle Evans,158,yes
2069,Danielle Evans,166,maybe
2069,Danielle Evans,218,maybe
2069,Danielle Evans,281,yes
2069,Danielle Evans,359,yes
2069,Danielle Evans,421,maybe
2069,Danielle Evans,438,maybe
2069,Danielle Evans,572,maybe
2069,Danielle Evans,607,maybe
2069,Danielle Evans,726,maybe
2069,Danielle Evans,762,yes
2069,Danielle Evans,777,maybe
2069,Danielle Evans,787,maybe
2069,Danielle Evans,832,yes
2069,Danielle Evans,854,maybe
2069,Danielle Evans,861,maybe
2069,Danielle Evans,877,maybe
2069,Danielle Evans,903,yes
2069,Danielle Evans,953,maybe
2070,Susan Evans,164,maybe
2070,Susan Evans,196,maybe
2070,Susan Evans,208,yes
2070,Susan Evans,241,maybe
2070,Susan Evans,312,maybe
2070,Susan Evans,386,yes
2070,Susan Evans,405,yes
2070,Susan Evans,495,maybe
2070,Susan Evans,498,maybe
2070,Susan Evans,522,yes
2070,Susan Evans,528,yes
2070,Susan Evans,591,maybe
2070,Susan Evans,615,maybe
2070,Susan Evans,724,maybe
2070,Susan Evans,736,yes
2070,Susan Evans,740,yes
2070,Susan Evans,779,maybe
2070,Susan Evans,792,maybe
2070,Susan Evans,878,yes
2070,Susan Evans,907,maybe
2070,Susan Evans,961,maybe
2071,Abigail Werner,97,maybe
2071,Abigail Werner,324,maybe
2071,Abigail Werner,357,maybe
2071,Abigail Werner,384,yes
2071,Abigail Werner,398,maybe
2071,Abigail Werner,458,maybe
2071,Abigail Werner,548,yes
2071,Abigail Werner,571,maybe
2071,Abigail Werner,572,maybe
2071,Abigail Werner,662,yes
2071,Abigail Werner,715,yes
2071,Abigail Werner,755,yes
2071,Abigail Werner,767,maybe
2071,Abigail Werner,783,maybe
2071,Abigail Werner,816,maybe
2071,Abigail Werner,851,yes
2071,Abigail Werner,861,yes
2071,Abigail Werner,953,yes
2073,Kevin Love,79,yes
2073,Kevin Love,111,yes
2073,Kevin Love,215,yes
2073,Kevin Love,216,maybe
2073,Kevin Love,292,maybe
2073,Kevin Love,307,maybe
2073,Kevin Love,399,yes
2073,Kevin Love,491,yes
2073,Kevin Love,551,yes
2073,Kevin Love,557,maybe
2073,Kevin Love,576,maybe
2073,Kevin Love,600,yes
2073,Kevin Love,625,yes
2073,Kevin Love,644,yes
2073,Kevin Love,674,maybe
2073,Kevin Love,682,yes
2073,Kevin Love,711,maybe
2073,Kevin Love,754,yes
2073,Kevin Love,758,yes
2073,Kevin Love,761,maybe
2073,Kevin Love,773,maybe
2073,Kevin Love,835,yes
2073,Kevin Love,853,maybe
2073,Kevin Love,869,maybe
2073,Kevin Love,900,yes
2073,Kevin Love,913,maybe
2073,Kevin Love,948,yes
2073,Kevin Love,996,maybe
2074,Timothy Jordan,20,maybe
2074,Timothy Jordan,86,maybe
2074,Timothy Jordan,375,maybe
2074,Timothy Jordan,379,maybe
2074,Timothy Jordan,470,maybe
2074,Timothy Jordan,534,maybe
2074,Timothy Jordan,535,maybe
2074,Timothy Jordan,636,yes
2074,Timothy Jordan,642,maybe
2074,Timothy Jordan,653,yes
2074,Timothy Jordan,729,maybe
2074,Timothy Jordan,734,maybe
2074,Timothy Jordan,742,maybe
2074,Timothy Jordan,761,maybe
2074,Timothy Jordan,775,maybe
2074,Timothy Jordan,847,maybe
2074,Timothy Jordan,918,maybe
2075,Beth Turner,7,maybe
2075,Beth Turner,194,maybe
2075,Beth Turner,262,maybe
2075,Beth Turner,280,yes
2075,Beth Turner,284,maybe
2075,Beth Turner,316,maybe
2075,Beth Turner,391,maybe
2075,Beth Turner,430,maybe
2075,Beth Turner,446,maybe
2075,Beth Turner,505,maybe
2075,Beth Turner,547,maybe
2075,Beth Turner,683,yes
2075,Beth Turner,764,maybe
2075,Beth Turner,771,yes
2075,Beth Turner,790,yes
2075,Beth Turner,813,maybe
2075,Beth Turner,833,maybe
2075,Beth Turner,859,maybe
2075,Beth Turner,884,yes
2075,Beth Turner,905,maybe
2075,Beth Turner,919,maybe
2076,Katherine Ward,10,maybe
2076,Katherine Ward,81,yes
2076,Katherine Ward,367,maybe
2076,Katherine Ward,417,maybe
2076,Katherine Ward,457,maybe
2076,Katherine Ward,479,maybe
2076,Katherine Ward,496,yes
2076,Katherine Ward,617,yes
2076,Katherine Ward,647,maybe
2076,Katherine Ward,756,yes
2076,Katherine Ward,765,maybe
2076,Katherine Ward,781,yes
2076,Katherine Ward,783,yes
2076,Katherine Ward,837,maybe
2076,Katherine Ward,841,maybe
2076,Katherine Ward,969,yes
2076,Katherine Ward,970,maybe
2076,Katherine Ward,999,maybe
2078,Amy Nguyen,76,maybe
2078,Amy Nguyen,139,yes
2078,Amy Nguyen,207,maybe
2078,Amy Nguyen,225,yes
2078,Amy Nguyen,335,yes
2078,Amy Nguyen,494,maybe
2078,Amy Nguyen,537,maybe
2078,Amy Nguyen,570,maybe
2078,Amy Nguyen,594,maybe
2078,Amy Nguyen,602,yes
2078,Amy Nguyen,626,maybe
2078,Amy Nguyen,674,yes
2078,Amy Nguyen,754,yes
2078,Amy Nguyen,767,maybe
2078,Amy Nguyen,841,yes
2078,Amy Nguyen,870,maybe
2078,Amy Nguyen,885,maybe
2078,Amy Nguyen,927,maybe
2079,Katherine Bryant,13,maybe
2079,Katherine Bryant,103,yes
2079,Katherine Bryant,129,yes
2079,Katherine Bryant,154,yes
2079,Katherine Bryant,166,maybe
2079,Katherine Bryant,260,yes
2079,Katherine Bryant,270,yes
2079,Katherine Bryant,279,maybe
2079,Katherine Bryant,372,maybe
2079,Katherine Bryant,382,maybe
2079,Katherine Bryant,405,maybe
2079,Katherine Bryant,531,maybe
2079,Katherine Bryant,579,yes
2079,Katherine Bryant,648,maybe
2079,Katherine Bryant,663,yes
2079,Katherine Bryant,667,yes
2079,Katherine Bryant,757,yes
2079,Katherine Bryant,772,yes
2079,Katherine Bryant,945,maybe
2080,Katherine Hart,18,maybe
2080,Katherine Hart,56,yes
2080,Katherine Hart,66,yes
2080,Katherine Hart,76,maybe
2080,Katherine Hart,91,maybe
2080,Katherine Hart,132,maybe
2080,Katherine Hart,152,maybe
2080,Katherine Hart,239,maybe
2080,Katherine Hart,300,maybe
2080,Katherine Hart,407,maybe
2080,Katherine Hart,446,yes
2080,Katherine Hart,480,yes
2080,Katherine Hart,561,maybe
2080,Katherine Hart,598,yes
2080,Katherine Hart,608,yes
2080,Katherine Hart,633,yes
2080,Katherine Hart,702,maybe
2080,Katherine Hart,869,yes
2080,Katherine Hart,928,yes
2080,Katherine Hart,940,yes
2080,Katherine Hart,980,yes
2081,Wendy Mathis,52,yes
2081,Wendy Mathis,106,maybe
2081,Wendy Mathis,129,yes
2081,Wendy Mathis,186,maybe
2081,Wendy Mathis,201,maybe
2081,Wendy Mathis,218,yes
2081,Wendy Mathis,219,yes
2081,Wendy Mathis,252,yes
2081,Wendy Mathis,350,yes
2081,Wendy Mathis,369,yes
2081,Wendy Mathis,485,yes
2081,Wendy Mathis,530,yes
2081,Wendy Mathis,575,maybe
2081,Wendy Mathis,656,maybe
2081,Wendy Mathis,665,yes
2081,Wendy Mathis,712,yes
2081,Wendy Mathis,717,maybe
2081,Wendy Mathis,751,yes
2081,Wendy Mathis,775,maybe
2081,Wendy Mathis,927,yes
2081,Wendy Mathis,949,maybe
2081,Wendy Mathis,965,maybe
2082,Christopher Morris,4,yes
2082,Christopher Morris,10,maybe
2082,Christopher Morris,76,maybe
2082,Christopher Morris,101,maybe
2082,Christopher Morris,160,maybe
2082,Christopher Morris,209,yes
2082,Christopher Morris,321,maybe
2082,Christopher Morris,446,yes
2082,Christopher Morris,468,yes
2082,Christopher Morris,478,maybe
2082,Christopher Morris,486,maybe
2082,Christopher Morris,529,yes
2082,Christopher Morris,568,maybe
2082,Christopher Morris,593,maybe
2082,Christopher Morris,600,yes
2082,Christopher Morris,677,yes
2082,Christopher Morris,693,yes
2082,Christopher Morris,738,maybe
2082,Christopher Morris,744,maybe
2082,Christopher Morris,755,maybe
2082,Christopher Morris,793,yes
2082,Christopher Morris,800,yes
2082,Christopher Morris,817,yes
2082,Christopher Morris,822,maybe
2082,Christopher Morris,823,yes
2082,Christopher Morris,857,maybe
2082,Christopher Morris,863,maybe
2082,Christopher Morris,916,yes
2082,Christopher Morris,925,maybe
2082,Christopher Morris,931,yes
2082,Christopher Morris,995,yes
2083,Joseph Cook,39,maybe
2083,Joseph Cook,167,yes
2083,Joseph Cook,202,maybe
2083,Joseph Cook,217,yes
2083,Joseph Cook,232,yes
2083,Joseph Cook,383,maybe
2083,Joseph Cook,397,yes
2083,Joseph Cook,536,maybe
2083,Joseph Cook,578,yes
2083,Joseph Cook,831,maybe
2083,Joseph Cook,881,yes
2083,Joseph Cook,987,maybe
2084,Brian Williams,95,maybe
2084,Brian Williams,118,yes
2084,Brian Williams,178,yes
2084,Brian Williams,225,yes
2084,Brian Williams,240,yes
2084,Brian Williams,246,yes
2084,Brian Williams,260,yes
2084,Brian Williams,423,yes
2084,Brian Williams,432,yes
2084,Brian Williams,448,yes
2084,Brian Williams,597,yes
2084,Brian Williams,800,yes
2084,Brian Williams,893,yes
2734,Jodi Lam,10,maybe
2734,Jodi Lam,48,yes
2734,Jodi Lam,52,yes
2734,Jodi Lam,90,yes
2734,Jodi Lam,243,maybe
2734,Jodi Lam,251,maybe
2734,Jodi Lam,290,yes
2734,Jodi Lam,291,maybe
2734,Jodi Lam,297,maybe
2734,Jodi Lam,306,yes
2734,Jodi Lam,349,yes
2734,Jodi Lam,360,maybe
2734,Jodi Lam,368,yes
2734,Jodi Lam,420,maybe
2734,Jodi Lam,448,maybe
2734,Jodi Lam,496,maybe
2734,Jodi Lam,522,yes
2734,Jodi Lam,543,yes
2734,Jodi Lam,605,maybe
2734,Jodi Lam,638,maybe
2734,Jodi Lam,643,maybe
2734,Jodi Lam,716,yes
2734,Jodi Lam,898,maybe
2734,Jodi Lam,925,yes
2734,Jodi Lam,931,maybe
2734,Jodi Lam,973,maybe
2086,Nancy Wilson,17,yes
2086,Nancy Wilson,123,yes
2086,Nancy Wilson,159,maybe
2086,Nancy Wilson,189,yes
2086,Nancy Wilson,261,maybe
2086,Nancy Wilson,313,yes
2086,Nancy Wilson,473,maybe
2086,Nancy Wilson,485,maybe
2086,Nancy Wilson,500,yes
2086,Nancy Wilson,525,maybe
2086,Nancy Wilson,559,maybe
2086,Nancy Wilson,620,yes
2086,Nancy Wilson,663,yes
2086,Nancy Wilson,702,maybe
2086,Nancy Wilson,719,yes
2086,Nancy Wilson,802,maybe
2086,Nancy Wilson,928,yes
2086,Nancy Wilson,978,yes
2087,Jennifer Flores,4,maybe
2087,Jennifer Flores,65,maybe
2087,Jennifer Flores,116,yes
2087,Jennifer Flores,127,maybe
2087,Jennifer Flores,160,yes
2087,Jennifer Flores,270,maybe
2087,Jennifer Flores,315,maybe
2087,Jennifer Flores,330,yes
2087,Jennifer Flores,365,maybe
2087,Jennifer Flores,437,maybe
2087,Jennifer Flores,439,yes
2087,Jennifer Flores,755,yes
2087,Jennifer Flores,781,yes
2087,Jennifer Flores,837,yes
2087,Jennifer Flores,840,yes
2087,Jennifer Flores,876,maybe
2087,Jennifer Flores,884,yes
2087,Jennifer Flores,931,maybe
2087,Jennifer Flores,951,yes
2087,Jennifer Flores,979,maybe
2703,Cheryl Hanson,147,maybe
2703,Cheryl Hanson,189,yes
2703,Cheryl Hanson,239,yes
2703,Cheryl Hanson,315,yes
2703,Cheryl Hanson,319,yes
2703,Cheryl Hanson,468,yes
2703,Cheryl Hanson,508,maybe
2703,Cheryl Hanson,608,maybe
2703,Cheryl Hanson,634,maybe
2703,Cheryl Hanson,649,yes
2703,Cheryl Hanson,657,maybe
2703,Cheryl Hanson,699,yes
2703,Cheryl Hanson,763,maybe
2703,Cheryl Hanson,794,maybe
2703,Cheryl Hanson,840,maybe
2703,Cheryl Hanson,881,maybe
2703,Cheryl Hanson,892,maybe
2703,Cheryl Hanson,932,yes
2703,Cheryl Hanson,982,yes
2703,Cheryl Hanson,994,yes
2703,Cheryl Hanson,999,yes
2089,David Mcneil,126,yes
2089,David Mcneil,214,yes
2089,David Mcneil,220,yes
2089,David Mcneil,247,yes
2089,David Mcneil,347,yes
2089,David Mcneil,355,yes
2089,David Mcneil,361,yes
2089,David Mcneil,362,yes
2089,David Mcneil,411,yes
2089,David Mcneil,448,yes
2089,David Mcneil,477,yes
2089,David Mcneil,629,yes
2089,David Mcneil,666,yes
2089,David Mcneil,704,yes
2089,David Mcneil,727,yes
2089,David Mcneil,737,yes
2089,David Mcneil,783,yes
2089,David Mcneil,810,yes
2089,David Mcneil,895,yes
2089,David Mcneil,951,yes
2089,David Mcneil,985,yes
2090,Jose Roberts,36,maybe
2090,Jose Roberts,80,yes
2090,Jose Roberts,213,maybe
2090,Jose Roberts,272,yes
2090,Jose Roberts,387,yes
2090,Jose Roberts,444,maybe
2090,Jose Roberts,497,maybe
2090,Jose Roberts,508,yes
2090,Jose Roberts,513,yes
2090,Jose Roberts,637,maybe
2090,Jose Roberts,861,maybe
2090,Jose Roberts,935,maybe
2090,Jose Roberts,949,maybe
2091,Ryan Gonzales,62,yes
2091,Ryan Gonzales,116,yes
2091,Ryan Gonzales,129,yes
2091,Ryan Gonzales,198,maybe
2091,Ryan Gonzales,231,yes
2091,Ryan Gonzales,275,maybe
2091,Ryan Gonzales,371,maybe
2091,Ryan Gonzales,414,yes
2091,Ryan Gonzales,491,maybe
2091,Ryan Gonzales,544,maybe
2091,Ryan Gonzales,562,yes
2091,Ryan Gonzales,568,maybe
2091,Ryan Gonzales,612,maybe
2091,Ryan Gonzales,624,yes
2091,Ryan Gonzales,741,maybe
2091,Ryan Gonzales,774,yes
2091,Ryan Gonzales,781,maybe
2091,Ryan Gonzales,813,yes
2091,Ryan Gonzales,853,yes
2091,Ryan Gonzales,861,yes
2091,Ryan Gonzales,918,yes
2091,Ryan Gonzales,956,maybe
2092,Ryan Cline,29,yes
2092,Ryan Cline,43,yes
2092,Ryan Cline,44,yes
2092,Ryan Cline,67,maybe
2092,Ryan Cline,68,maybe
2092,Ryan Cline,327,maybe
2092,Ryan Cline,336,maybe
2092,Ryan Cline,361,maybe
2092,Ryan Cline,464,yes
2092,Ryan Cline,487,maybe
2092,Ryan Cline,543,maybe
2092,Ryan Cline,593,maybe
2092,Ryan Cline,662,maybe
2092,Ryan Cline,667,maybe
2092,Ryan Cline,670,yes
2092,Ryan Cline,694,maybe
2092,Ryan Cline,709,maybe
2092,Ryan Cline,759,yes
2092,Ryan Cline,791,maybe
2092,Ryan Cline,821,maybe
2093,Mary Garcia,25,yes
2093,Mary Garcia,63,yes
2093,Mary Garcia,105,maybe
2093,Mary Garcia,116,maybe
2093,Mary Garcia,138,yes
2093,Mary Garcia,151,maybe
2093,Mary Garcia,227,yes
2093,Mary Garcia,235,yes
2093,Mary Garcia,284,yes
2093,Mary Garcia,364,yes
2093,Mary Garcia,388,maybe
2093,Mary Garcia,422,yes
2093,Mary Garcia,456,maybe
2093,Mary Garcia,475,maybe
2093,Mary Garcia,651,maybe
2093,Mary Garcia,669,maybe
2093,Mary Garcia,673,maybe
2093,Mary Garcia,742,yes
2093,Mary Garcia,778,yes
2093,Mary Garcia,894,maybe
2093,Mary Garcia,971,maybe
2093,Mary Garcia,984,yes
2093,Mary Garcia,987,maybe
2094,Terry Boyer,14,maybe
2094,Terry Boyer,58,maybe
2094,Terry Boyer,62,yes
2094,Terry Boyer,124,yes
2094,Terry Boyer,191,yes
2094,Terry Boyer,222,yes
2094,Terry Boyer,238,yes
2094,Terry Boyer,369,maybe
2094,Terry Boyer,415,maybe
2094,Terry Boyer,501,maybe
2094,Terry Boyer,568,maybe
2094,Terry Boyer,617,maybe
2094,Terry Boyer,624,maybe
2094,Terry Boyer,636,yes
2094,Terry Boyer,697,maybe
2094,Terry Boyer,719,maybe
2094,Terry Boyer,772,yes
2094,Terry Boyer,846,maybe
2095,Maurice Young,161,maybe
2095,Maurice Young,177,maybe
2095,Maurice Young,226,yes
2095,Maurice Young,259,yes
2095,Maurice Young,273,yes
2095,Maurice Young,328,yes
2095,Maurice Young,441,yes
2095,Maurice Young,443,yes
2095,Maurice Young,444,maybe
2095,Maurice Young,457,yes
2095,Maurice Young,554,maybe
2095,Maurice Young,580,maybe
2095,Maurice Young,648,yes
2095,Maurice Young,656,maybe
2095,Maurice Young,660,maybe
2095,Maurice Young,706,yes
2095,Maurice Young,731,maybe
2095,Maurice Young,824,yes
2095,Maurice Young,879,yes
2095,Maurice Young,882,yes
2095,Maurice Young,951,yes
2095,Maurice Young,1001,yes
2096,Shawn Vasquez,21,maybe
2096,Shawn Vasquez,67,maybe
2096,Shawn Vasquez,87,yes
2096,Shawn Vasquez,92,yes
2096,Shawn Vasquez,111,maybe
2096,Shawn Vasquez,157,maybe
2096,Shawn Vasquez,535,maybe
2096,Shawn Vasquez,555,yes
2096,Shawn Vasquez,577,maybe
2096,Shawn Vasquez,635,maybe
2096,Shawn Vasquez,649,maybe
2096,Shawn Vasquez,675,yes
2096,Shawn Vasquez,707,maybe
2096,Shawn Vasquez,789,maybe
2096,Shawn Vasquez,824,maybe
2096,Shawn Vasquez,875,maybe
2096,Shawn Vasquez,895,maybe
2097,William Mcclure,146,yes
2097,William Mcclure,181,yes
2097,William Mcclure,234,maybe
2097,William Mcclure,283,maybe
2097,William Mcclure,296,maybe
2097,William Mcclure,324,yes
2097,William Mcclure,507,maybe
2097,William Mcclure,524,yes
2097,William Mcclure,547,maybe
2097,William Mcclure,557,maybe
2097,William Mcclure,660,maybe
2097,William Mcclure,701,maybe
2097,William Mcclure,708,yes
2097,William Mcclure,817,maybe
2097,William Mcclure,853,maybe
2097,William Mcclure,879,maybe
2097,William Mcclure,966,yes
2097,William Mcclure,971,maybe
2098,Jacqueline Mccormick,15,yes
2098,Jacqueline Mccormick,76,yes
2098,Jacqueline Mccormick,128,yes
2098,Jacqueline Mccormick,139,maybe
2098,Jacqueline Mccormick,158,yes
2098,Jacqueline Mccormick,265,yes
2098,Jacqueline Mccormick,335,maybe
2098,Jacqueline Mccormick,418,yes
2098,Jacqueline Mccormick,423,maybe
2098,Jacqueline Mccormick,476,yes
2098,Jacqueline Mccormick,574,maybe
2098,Jacqueline Mccormick,598,yes
2098,Jacqueline Mccormick,645,yes
2098,Jacqueline Mccormick,650,maybe
2098,Jacqueline Mccormick,659,yes
2098,Jacqueline Mccormick,786,maybe
2098,Jacqueline Mccormick,810,maybe
2098,Jacqueline Mccormick,985,maybe
2098,Jacqueline Mccormick,989,yes
2099,Alexis Smith,62,maybe
2099,Alexis Smith,63,yes
2099,Alexis Smith,88,maybe
2099,Alexis Smith,170,yes
2099,Alexis Smith,279,yes
2099,Alexis Smith,307,maybe
2099,Alexis Smith,310,yes
2099,Alexis Smith,480,yes
2099,Alexis Smith,572,yes
2099,Alexis Smith,574,maybe
2099,Alexis Smith,619,maybe
2099,Alexis Smith,656,yes
2099,Alexis Smith,664,yes
2099,Alexis Smith,680,yes
2099,Alexis Smith,751,maybe
2099,Alexis Smith,832,yes
2099,Alexis Smith,855,yes
2099,Alexis Smith,858,yes
2099,Alexis Smith,861,yes
2099,Alexis Smith,891,maybe
2099,Alexis Smith,926,yes
2099,Alexis Smith,929,maybe
2100,Maurice Lane,226,yes
2100,Maurice Lane,255,yes
2100,Maurice Lane,303,yes
2100,Maurice Lane,315,yes
2100,Maurice Lane,442,yes
2100,Maurice Lane,505,maybe
2100,Maurice Lane,522,yes
2100,Maurice Lane,661,maybe
2100,Maurice Lane,667,yes
2100,Maurice Lane,670,yes
2100,Maurice Lane,766,yes
2100,Maurice Lane,776,yes
2100,Maurice Lane,864,yes
2100,Maurice Lane,906,maybe
2100,Maurice Lane,916,maybe
2100,Maurice Lane,921,maybe
2101,Julia Pacheco,124,maybe
2101,Julia Pacheco,140,yes
2101,Julia Pacheco,142,yes
2101,Julia Pacheco,238,maybe
2101,Julia Pacheco,288,maybe
2101,Julia Pacheco,334,yes
2101,Julia Pacheco,337,yes
2101,Julia Pacheco,361,maybe
2101,Julia Pacheco,378,yes
2101,Julia Pacheco,492,maybe
2101,Julia Pacheco,498,yes
2101,Julia Pacheco,506,yes
2101,Julia Pacheco,659,maybe
2101,Julia Pacheco,680,yes
2101,Julia Pacheco,698,yes
2101,Julia Pacheco,897,maybe
2101,Julia Pacheco,902,maybe
2101,Julia Pacheco,982,yes
2102,Carl Wall,35,yes
2102,Carl Wall,112,maybe
2102,Carl Wall,131,maybe
2102,Carl Wall,143,maybe
2102,Carl Wall,211,yes
2102,Carl Wall,489,maybe
2102,Carl Wall,647,yes
2102,Carl Wall,650,yes
2102,Carl Wall,721,yes
2102,Carl Wall,723,yes
2102,Carl Wall,755,yes
2102,Carl Wall,800,yes
2102,Carl Wall,826,maybe
2102,Carl Wall,906,maybe
2102,Carl Wall,914,maybe
2102,Carl Wall,924,maybe
2103,Nancy Pham,42,yes
2103,Nancy Pham,68,yes
2103,Nancy Pham,69,maybe
2103,Nancy Pham,132,yes
2103,Nancy Pham,149,yes
2103,Nancy Pham,200,maybe
2103,Nancy Pham,249,maybe
2103,Nancy Pham,274,maybe
2103,Nancy Pham,482,yes
2103,Nancy Pham,499,yes
2103,Nancy Pham,534,yes
2103,Nancy Pham,575,yes
2103,Nancy Pham,608,maybe
2103,Nancy Pham,756,maybe
2103,Nancy Pham,762,maybe
2103,Nancy Pham,827,yes
2103,Nancy Pham,943,yes
2103,Nancy Pham,979,yes
2104,Darlene Serrano,69,yes
2104,Darlene Serrano,131,yes
2104,Darlene Serrano,175,yes
2104,Darlene Serrano,186,maybe
2104,Darlene Serrano,203,maybe
2104,Darlene Serrano,256,maybe
2104,Darlene Serrano,339,maybe
2104,Darlene Serrano,383,yes
2104,Darlene Serrano,428,maybe
2104,Darlene Serrano,467,maybe
2104,Darlene Serrano,534,yes
2104,Darlene Serrano,576,yes
2104,Darlene Serrano,606,maybe
2104,Darlene Serrano,692,maybe
2104,Darlene Serrano,704,maybe
2104,Darlene Serrano,763,maybe
2104,Darlene Serrano,848,yes
2104,Darlene Serrano,921,maybe
2104,Darlene Serrano,923,maybe
2104,Darlene Serrano,935,maybe
2104,Darlene Serrano,936,maybe
2104,Darlene Serrano,945,maybe
2104,Darlene Serrano,957,maybe
2104,Darlene Serrano,973,maybe
2105,Joseph Ellis,50,yes
2105,Joseph Ellis,56,maybe
2105,Joseph Ellis,104,maybe
2105,Joseph Ellis,131,yes
2105,Joseph Ellis,137,maybe
2105,Joseph Ellis,194,yes
2105,Joseph Ellis,246,yes
2105,Joseph Ellis,251,yes
2105,Joseph Ellis,253,yes
2105,Joseph Ellis,285,maybe
2105,Joseph Ellis,320,maybe
2105,Joseph Ellis,343,maybe
2105,Joseph Ellis,477,maybe
2105,Joseph Ellis,693,yes
2105,Joseph Ellis,716,maybe
2105,Joseph Ellis,883,maybe
2105,Joseph Ellis,955,yes
2106,Robert Barnes,74,yes
2106,Robert Barnes,132,maybe
2106,Robert Barnes,185,maybe
2106,Robert Barnes,244,yes
2106,Robert Barnes,294,maybe
2106,Robert Barnes,306,maybe
2106,Robert Barnes,367,maybe
2106,Robert Barnes,420,maybe
2106,Robert Barnes,485,maybe
2106,Robert Barnes,528,yes
2106,Robert Barnes,688,yes
2106,Robert Barnes,699,yes
2106,Robert Barnes,727,yes
2106,Robert Barnes,729,yes
2106,Robert Barnes,765,maybe
2106,Robert Barnes,814,maybe
2106,Robert Barnes,850,maybe
2106,Robert Barnes,930,yes
2106,Robert Barnes,981,yes
2106,Robert Barnes,992,maybe
2107,John Sanchez,15,maybe
2107,John Sanchez,133,yes
2107,John Sanchez,241,maybe
2107,John Sanchez,291,yes
2107,John Sanchez,293,maybe
2107,John Sanchez,332,maybe
2107,John Sanchez,446,maybe
2107,John Sanchez,636,maybe
2107,John Sanchez,638,maybe
2107,John Sanchez,753,yes
2107,John Sanchez,902,maybe
2107,John Sanchez,930,yes
2107,John Sanchez,943,yes
2107,John Sanchez,952,yes
2108,Sarah Rosales,123,yes
2108,Sarah Rosales,191,maybe
2108,Sarah Rosales,199,yes
2108,Sarah Rosales,217,maybe
2108,Sarah Rosales,423,yes
2108,Sarah Rosales,576,yes
2108,Sarah Rosales,647,yes
2108,Sarah Rosales,667,maybe
2108,Sarah Rosales,700,yes
2108,Sarah Rosales,796,maybe
2108,Sarah Rosales,814,yes
2108,Sarah Rosales,848,maybe
2108,Sarah Rosales,998,yes
2110,Richard Martinez,28,yes
2110,Richard Martinez,38,maybe
2110,Richard Martinez,55,yes
2110,Richard Martinez,65,yes
2110,Richard Martinez,166,yes
2110,Richard Martinez,234,maybe
2110,Richard Martinez,268,maybe
2110,Richard Martinez,277,yes
2110,Richard Martinez,289,maybe
2110,Richard Martinez,370,maybe
2110,Richard Martinez,376,yes
2110,Richard Martinez,508,maybe
2110,Richard Martinez,547,maybe
2110,Richard Martinez,585,maybe
2110,Richard Martinez,597,maybe
2110,Richard Martinez,686,maybe
2110,Richard Martinez,770,maybe
2110,Richard Martinez,795,maybe
2110,Richard Martinez,858,yes
2110,Richard Martinez,962,maybe
2110,Richard Martinez,991,maybe
2110,Richard Martinez,996,yes
2111,Daniel Arnold,19,yes
2111,Daniel Arnold,39,maybe
2111,Daniel Arnold,49,maybe
2111,Daniel Arnold,82,maybe
2111,Daniel Arnold,92,maybe
2111,Daniel Arnold,186,maybe
2111,Daniel Arnold,229,maybe
2111,Daniel Arnold,279,yes
2111,Daniel Arnold,299,maybe
2111,Daniel Arnold,326,yes
2111,Daniel Arnold,355,yes
2111,Daniel Arnold,367,yes
2111,Daniel Arnold,410,yes
2111,Daniel Arnold,439,maybe
2111,Daniel Arnold,486,maybe
2111,Daniel Arnold,527,yes
2111,Daniel Arnold,536,yes
2111,Daniel Arnold,575,maybe
2111,Daniel Arnold,626,yes
2111,Daniel Arnold,669,yes
2111,Daniel Arnold,750,yes
2111,Daniel Arnold,767,yes
2111,Daniel Arnold,783,yes
2111,Daniel Arnold,809,maybe
2111,Daniel Arnold,935,maybe
2111,Daniel Arnold,950,maybe
2111,Daniel Arnold,962,maybe
2111,Daniel Arnold,991,yes
2111,Daniel Arnold,994,yes
2112,Jason Powell,150,maybe
2112,Jason Powell,161,yes
2112,Jason Powell,182,yes
2112,Jason Powell,194,yes
2112,Jason Powell,260,yes
2112,Jason Powell,301,maybe
2112,Jason Powell,348,maybe
2112,Jason Powell,382,maybe
2112,Jason Powell,437,yes
2112,Jason Powell,586,maybe
2112,Jason Powell,618,maybe
2112,Jason Powell,650,yes
2112,Jason Powell,676,yes
2112,Jason Powell,680,yes
2112,Jason Powell,736,maybe
2112,Jason Powell,748,maybe
2112,Jason Powell,770,maybe
2112,Jason Powell,783,maybe
2112,Jason Powell,814,maybe
2112,Jason Powell,822,maybe
2112,Jason Powell,849,maybe
2112,Jason Powell,867,maybe
2112,Jason Powell,895,yes
2112,Jason Powell,901,maybe
2112,Jason Powell,902,maybe
2112,Jason Powell,909,maybe
2112,Jason Powell,993,yes
2113,Crystal Davila,65,maybe
2113,Crystal Davila,78,maybe
2113,Crystal Davila,103,maybe
2113,Crystal Davila,104,yes
2113,Crystal Davila,115,maybe
2113,Crystal Davila,173,yes
2113,Crystal Davila,185,maybe
2113,Crystal Davila,231,maybe
2113,Crystal Davila,268,maybe
2113,Crystal Davila,284,maybe
2113,Crystal Davila,317,maybe
2113,Crystal Davila,323,yes
2113,Crystal Davila,325,maybe
2113,Crystal Davila,328,yes
2113,Crystal Davila,370,yes
2113,Crystal Davila,462,yes
2113,Crystal Davila,534,yes
2113,Crystal Davila,610,yes
2113,Crystal Davila,627,maybe
2113,Crystal Davila,733,yes
2113,Crystal Davila,753,maybe
